food_id,dish_name,description,dish_type,serving_size,cooking_time,ingredients,cooking_method,dish_tags,calories,fat,fiber,sugar,protein,image_link,nutrient_content
3038,Bún Vịt Măng Tươi,"Một món ăn tuy cần khá nhiều bước, nhưng tin mình đi, với công thức siêu đơn giản dưới đây, đảm bảo bạn sẽ thành công ngay từ lần đầu thực hiện đấy",Món mặn,2 người,40,"Vịt 1 Con, Gừng 1 Củ, Măng tươi 500 Gr, Chanh tươi 1 Trái, Hành tây 1 Củ","Rửa sạch vịt với nước muối có pha chút chanh, sau đó đập dập củ gừng chà sát lên mình vịt, rồi rửa qua nước lạnh, đề ráo., Để nguyên củ hành tây, gừng và hành tím lên chảo nướng sơ. Cách làm này sẽ làm phần nước dùng ngon và đậm vị hơn nhé, Bạn cần nấu một nồi nước nóng và cho thêm 1 muỗnguỗng cà phê muối nhé. Sau khi nước đã sôi thì bạn cần cho măng vào và luộc trong khoảng 40 phút với ngọn lửa vừa phải. Măng được luộc rồi thì bạn có thể đổ ra rổ rồi xả qua nước lạnh cho thật sạch rồi cũng để ráo nước nhé., bỏ hành tỏi băm vào phi lên cho thơm, sau đó cho hết phần thịt vịt đã chuẩn bị trước vào chảo, nếm nêm gia vị, đảo sơ cho thịt vịt săn lại là được., Cắt củ gừng, hành tây, hành tím vào nồi nước, đun cho đến khi nước sôi thì bỏ từ từ phần thịt vịt được chế biến sơ ở bước trước vào hết nồi nước., Tiếp đến, cho hết phần măng đã ráo nước vào. Nêm nếm muối, tiêu, đường, bột ngọt đến khi hợp khẩu vị., Chờ nước thật sôi, sau đó hạ bớt lửa, từ từ vớt bọt để nước dùng trong hơn., Cắt hành lá ra, bỏ phần đầu hành vào nồi nước dùng phía trên., Một phần cũng quan trọng không kém để tạo nên món Bún măng vịt ngon lành, đó chính là nước mắm gừng chấm kèm. Đổ một lượng nước mắm vừa đủ vào một nồi nhỏ, bật lửa, chờ phần nước mắm sôi nhẹ thì thêm gừng và đường vào, sau đó đảo đều tay., Cuối cùng, chuẩn bị các loại rau ăn kèm, bỏ bún ra tô, chan nước dùng vào và mời cả nhà dùng bữa thôi. Chúc các bạn thành công.",bún vịt măng tươi,206,21,3,15,6,https://image.cooky.vn/recipe/g6/50254/s640/cooky-recipe-637054681382581090.JPG,"206, 21, 3, 15, 6"
3039,Cá Ngừ Ồ Kho Tiêu Cay,"Cá ngừ ồ con còn tươi roi rói, thường thì người ta hay hấp cuốn bánh tráng rất ngon. Còn nếu để ăn cơm thì kho tiêu là chuẩn nhất, cá tươi dai, ngọt thịt và thấm vị cay nồng. Vị cay còn giúp làm giảm mùi tanh trong cá nữa đó, trời mưa tranh thủ là chén cơm cá kho còn gì bằng.",Món mặn,4 người,15,"Cá ngừ 300 Gr, Tỏi 50 Gr, Hành tím 50 Gr, Ớt hiểm 4 Trái, Ớt bột 1/2 muỗnguỗng canh, Đường trắng 2 muỗnguỗng canh, Muối 1/2 muỗnguỗng cà phê, Bột ngọt 1/2 muỗnguỗng cà phê, Dầu hào 1 muỗnguỗng canh, Dầu ăn 4 muỗnguỗng canh, Nước màu 1/2 muỗnguỗng canh, Tiêu 2 muỗnguỗng cà phê, Nước mắm 3 muỗnguỗng canh, Nước lọc 100 muỗngl","Chọn cá còn tươi ngon, làm sạch, rồi cho vào chảo cùng với gia vị gồm hành tỏi ớt đập dập, một ít nước màu kho cá, ớt bột, nước mắm, 1/2 muỗnguỗng cà phê muối, 1/2 muỗnguỗng cà phê bột ngọt, 2 muỗnguỗng canh đường. Trộn đều và ướp 5 phút., Đun lửa nhỏ trên bếp đến khi phần sốt sệt lại thì trở mặt cá và đun thêm chừng 5 phút. Cách này giúp cho thịt cá săn chắc hơn và dễ thấm vị hơn., Thêm 200 muỗngl nước lọc vào và tiếp tục đun liu liu cho đến kho cá chín hẳn, nước keo sệt lại là được., Sau khi hoàn tất thì đem cho ra đĩa để thưởng thức. Cá kho đã chín có thể ăn kèm dưa leo, xoài xanh băm nhuyễn, ăn với cơm trắng sẽ rất ngon.",cá ngừ ồ kho tiêu cay,337,36,8,12,12,https://image.cooky.vn/recipe/g5/44754/s640/cooky-recipe-637054820312808681.jpeg,"337, 36, 8, 12, 12"
3040,Thịt Ba Chỉ Rim Tỏi Cô Đơn,"Thịt ba chỉ rim tỏi cô đơn là một món ăn rất bắt cơm và chắc chắn sẽ trở thành món ănbest seller trong bữa cơm gia đình bạn. Thịt ba chỉ rim vừa vàng sẫm đẹp mắt vừa cháy cạnh ăn cùng tỏi cô đơn Lý Sơn nguyên múi thơm thơm, lạ miệng. Bạn chỉ có thể cảm nhận hết món ăn đầy đủ vị mặn ngọt cay và mùi thơm hấp dẫn này khi ăn cùng cơm trắng nóng hổi. Cùng thực hiện nhé",Món mặn,2 người,15,"Thịt ba chỉ 300 Gr, Tỏi 80 Gr, Đường 2 muỗnguỗng cà phê, Nước mắm 2 muỗnguỗng canh, Bột ngọt 1/2 muỗnguỗng cà phê, Muối 1/3 muỗnguỗng cà phê, Dầu ăn 2 muỗnguỗng canh","Thịt ba chỉ mua về rửa sạch, cắt khúc vừa ăn, tõi giã vừa ăn, có thể lấy hoặc bỏ bớt vỏ tỏi. Ướp thịt bằng nước mắm, đường, muối, bột ngọt vừa ăn., Cho dầu nóng, bỏ tỏi vào rim cho vàng tỏi. Vớt tỏi ra, bỏ thịt vào cho săn, thêm đường nếu muốn ngọt hơn., Cho tỏi đã phi vào thịt đã chín, trộn đều và thưởng thức thôi.",thịt ba chỉ rim tỏi cô đơn,414,31,3,28,30,https://image.cooky.vn/recipe/g6/50246/s640/cooky-recipe-637054568334419737.jpg,"414, 31, 3, 28, 30"
3041,Canh Chua Sò Cam,"Nhắc đến canh chua, ai cũng nghĩ đến các món canh như: Canh chua cá lóc, canh chua các basa, canh chua tôm... Nhưng hôm nay mình sẽ có một sự kết hợp độc đáo đó là canh chua sò cam. Vị chua chua ngọt ngọt của canh, cùng với sự dai dai của sò sẽ khiến bạn muốn ăn mãi không thôi.",Món mặn,4 người,45,"Sò lụa 300 Gr, Tỏi 50 Gr, Ớt 30 Gr, Cà chua 2 Trái, Thơm 1/4 Trái, Đậu bắp 100 Gr, Bạc hà 100 Gr, Giá đỗ 100 Gr, Ngò gai 1 Cây, Ngò om 1 Cây, Dầu ăn 1 muỗnguỗng canh","Các loại rau quả rửa sạch để ráo. Cà chua cắt muối cau, thơm, bạc hà cắt lát mỏng, đậu bắp cắt nhỏ vừa ăn, ngò om, ngò gai cắt nhuyễn. Tỏi, ớt băm nhuyễn. Cho me vào nồi nước sôi, khuấy đều, rồi lấy nước cốt., Sò cam rửa sạch, chần sơ với nước nóng cho vỏ sò tách ra thì vớt ra để ráo, giữ lại nước luộc. Cho nồi lên bếp, thêm 1 muỗnguỗng canh dầu ăn, tiếp đến cho tỏi vào, phi đến thơm thì cho cà chua và thơm vào xào chung., Cho 1 muỗnguỗng canh đường vào để cà chua nhanh mềm hơn. Khi cà chua mềm, cho nước luộc sò vào, cho thêm 300 muỗngl nước lọc, đun sôi. Cho nước me, 1 muỗnguỗng canh nước mắm vào, nêm nếm cho vừa khẩu vị., Cho các loại rau đã chuẩn bị ở trên vào, theo thứ tự đậu bắp bạc hà, giá. Cho sò vào đảo đều cho nóng, cho ngò om, ngò gai cắt nhuyễn vào và tắt bếp., Dọn ra và thưởng thức thôi nào. Canh chua sò cam cũng như bao món canh chua khác, hợp với ăn cơm, thêm 1 ít nước mắm và vài lát ớt là sẽ khiến bạn muốn ăn mãi không thôi.",canh chua sò cam,281,23,5,15,21,https://image.cooky.vn/recipe/g6/50155/s640/cooky-recipe-cover-r50155.jpg,"281, 23, 5, 15, 21"
3042,Nước Ép Thanh Long Đỏ,"Với chút thời gian chuẩn bị và thức hiện theo cách làm nước ép thanh long ruột đỏ tươi mát, bạn đã có ngay ly thức uống vừa thơm ngon vừa đẹp mắt cho cả gia đình cùng thưởng thức. Nếu bạn đang kinh doanh mở quán nước, bổ sung thức uống này sẽ giúp bạn thu hút thêm nhiều khách hàng.",Món mặn,2 người,30,"Thanh long 4 Trái, Chanh tươi 1 Quả, Đường 2 muỗnguỗng cà phê, Đá viên 1 Ly, Đường 30 muỗngl, Bụp giấm 10 muỗngl","Cắt thanh long ra làm đôi, dùng muỗng nạo phần thịt quả và cho vào một cái tô riêng. Để món nước ép có hương vị thơm ngon đặc biệt, trước khi ép lấy nước, bạn áo thanh long với 50gr đường cát trắng, để khoảng 30 phút cho đường tan và ngấm vào thanh long., Kế đó, bạn dùng máy ép lấy nước cốt thanh long và lọc qua rây nhiều lần cho mịn., Chuẩn bị bình lắc, cho vào 70 muỗngl nước ép thanh long, 30 muỗngl nước đường, 10 muỗngl syrup hoa bụp giấm, 10 muỗngl syrup chanh cùng đá viên vào. Đậy kín nắp bình, sau đó dùng tay lắc đều cho hỗn hợp được hoà tan hoàn toàn. Rót nước ép thanh long vừa pha chế xong ra ly thủy tinh cao. Cắt một miếng thanh long đỏ còn tươi gắn lên miệng ly để trang trí hoặc có thể dùng lá húng lủi cho thức uống thêm sinh động.",nước ép thanh long đỏ,226,19,7,12,5,https://image.cooky.vn/recipe/g6/50261/s640/cooky-recipe-cover-r50261.jpg,"226, 19, 7, 12, 5"
3043,Đậu Rồng Xào Tỏi,"Đậu rồng xào tỏi là món ngon rất thích hợp cho những bạn bận rộn, ít thời gian để vào bếp nè. Hương vị thơm lừng, lại giòn giòn thơm ngon ăn với cơm là tuyệt nhất luôn. Đi đâu xa thèm cơm nhà là lại nhớ tới món này thôi. Cách làm đậu rồng xào tỏi phải nói là siêu đơn giản luôn, làm vài lần là nhớ không cần phải ghi chép gì luôn nè.",Món mặn,2 người,45,"Đậu rồng 300 Gr, Tỏi 40 Gr, Dầu ăn 2 muỗnguỗng canh, Hạt nêm 2 muỗnguỗng cà phê, Đường trắng 1/2 muỗnguỗng cà phê","Đậu rồng rửa sạch, bỏ 2 đầu, cắt khúc ngắn. Tỏi bóc vỏ, cắt lát mỏng., Đun nóng 2 muỗnguỗng canh dầu ăn trong chảo, cho tỏi vào đảo đều 1 phút cho thơm rồi cho đậu rồng vào, thêm vào 20 muỗngl nước lọc, 2 muỗnguỗng cà phê hạt nêm, 1/2 muỗnguỗng cà phê đường, xào lửa vừa cho đến khi đậu rồng hơi chín mềm là đậu rồng xào tỏi của chúng mình hoàn thành rồi đó. Dọn lên dùng nóng với cơm nhé.",đậu rồng xào tỏi,245,24,6,16,31,https://image.cooky.vn/recipe/g3/21674/s640/recipe21674-636402939373941916.jpg,"245, 24, 6, 16, 31"
3044,Trà Hoa Atiso Đỏ Thanh Mát,"Hoa Astiso đỏ có vị chua nhẹ và màu đỏ rất đẹp. Hoa tươi có thể làm siro, mứt hoặc phơi khô làm trà. Trà hoa astiso là rất giàu vitamin C, có thể dùng hằng ngày để phòng ngừa cảm cúm khi thời tiết bắt đầu thay đổi.",Món mặn,1 người,35,"Bông atiso 3 Bông, Trà đen 10 Gr, Mật ong 15 Gr","Cho hoa và trà đen vào ly trà. Cho nước sôi vào và tráng nhanh qua. Sau đó cho khoảng 150-200 muỗngl nước sôi vào, ủ trà khoảng 10 phút. Có thể không dùng thêm trà đen nhưng bạn nên giảm lượng hoa xuống, để vị chua của trà hoa không quá khé cổ., Sau 10 phút, tách riêng bã trà ra và cho mật ong vào khuấy đều., Cho thêm một ít nước đá vào và dùng. Trà có thể dùng nóng hoặc lạnh. Trà nóng thì ở bước ủ trà bạn cho khoảng 300-350 muỗngl nước sôi nhé.",trà hoa atiso đỏ thanh mát,257,12,6,14,32,https://image.cooky.vn/recipe/g6/50245/s640/cooky-recipe-637054554079641487.jpg,"257, 12, 6, 14, 32"
3045,Bánh Đậu Đỏ Nướng Giòn Béo,"Bánh đậu đỏ nướng giòn béo vị ngọt vừa phải, không có mùi bơ, rất tốt cho người già. Với món bánh này, bạn có thể an tâm sử dụng vì chúng ít tác hại nến tim mạch nhé",Món mặn,4 người,20,"Bột mì 160 Gr, Trứng gà 200 Gr, Đường trắng 100 Gr, Muối 1/2 Gr, Mật ong 20 Gr, Nước cốt chanh 1/4 muỗnguỗng cà phê, Mè trắng 1 muỗnguỗng canh, Đậu đỏ 50 Gr, Dầu bắp 1 muỗnguỗng canh","Đậu đỏ đã được hấp chín, ngâm mật ong nhiều ngày rồi mới lấy ra làm nguyên liệu nhé Đầu tiên bạn phết 1 lớp dầu bắp vào các khuôn bánh, cho đều đậu đỏ ngâm mật ong vào., Trong thố lớn cho vào 100g đường, 20g mật ong và 0.5g muối, 200g trứng và 1/4 muỗnguỗng cà phê nước chanh tươi. Đánh cho hỗn hợp bông và mịn., Sau đó rây 160g bột mì vào thố trứng, dùng spatula trộn cho quyện đều thành hỗn hợp đồng nhất., Cho hỗn hợp vào các khuôn bánh đã chuẩn bị từ trước sao cho chỗ bột chỉ ngập tới 2/3 khuôn thôi nhé Rắc thêm mè trắng lên trên, đem nướng ở 190 độ C trong khoảng 18 phút là bánh chín., Những viên bánh đậu đỏ nướng giòn béo nhỏ xinh xắn, vị ngọt dịu, béo mà không ngấy, thơm thoảng hương trứng rất tự nhiên. Phù hợp với khẩu vị của nhiều người.",bánh đậu đỏ nướng giòn béo,281,15,9,24,38,https://image.cooky.vn/recipe/g5/44515/s640/cooky-recipe-cover-r44515.jpg,"281, 15, 9, 24, 38"
3046,Lẩu Riêu Cua Bắp Bò Sườn Sụn,"Lẩu riêu cua bắp bò sườn sụn khi thưởng thức chỉ cần thả thêm chút hành lá hoặc củ hành tươi cắt lát mỏng, một nhúm hoa chuối là sẽ được nồi lẩu thật sinh động rồi. Nhúng thịt bò ăn kèm với bún, sườn sụn giòn mềm cùng với rau sống, không còn gì tuyệt vời hơn. Cách làm lẩu riêu cua bắp bò sườn sụn siêu ngon này các bạn nhớ lưu lại để dành nhé.",Món mặn,4 người,15,"Cua đồng 500 Gr, Sườn heo 500 Gr, Bắp bò 500 Gr, Đậu hũ chiên 10 muỗngiếng, Cơm mẻ 1/4 Chén, Mắm tôm 1 muỗnguỗng cà phê, N/A, Bún tươi 500 Gr, Chanh 1 Trái, Nước mắm 2 muỗnguỗng canh, Hạt nêm 2 muỗnguỗng cà phê, Ớt 2 Trái, Đường trắng 1 muỗnguỗng canh, Giấm 1 muỗnguỗng cà phê","Đậu hũ chiên cắt miếng vừa ăn, bày ra đĩa. Bắp bò cắt mỏng bày ra đĩa., Rau sống rửa sạch, ngâm qua nước muối loãng rồi vớt ra rổ để ráo nước, khi ăn bày ra đĩa. Hoa chuối cắt nhỏ dùng để nhúng dần trong khi ăn., Sườn sụn chần qua nước sôi, ướp 1/2 số hành tím băm nhỏ, 1 muỗnguỗng cà phê hạt nêm, 1 muỗnguỗng canh nước mắm xào sơ qua, cho nước vào ninh bằng nồi áp suất khoảng 10 phút cho mềm., Cua làm sạch, cho vào một chút muối giã nhuyễn hoặc xay bằng máy xay sinh tố rồi lọc lấy nước, gạch cua khều riêng ra một chén nhỏ. Nêm một muỗng cà phê mắm tôm và 1 muỗnguỗng cà phê hạt nêm, 1 muỗnguỗng canh nước mắm vào nồi nước cua bắc lên bếp, khuấy nhẹ đều tay cho đến khi canh sôi và gạch cua nổi lên thì vặn nhỏ lửa. Dùng muôi gạt hết riêu cua vào cạnh nồi cho kết lại thảnh từng mảng rồi tắt bếp., Cho dầu ăn vào chảo, phi hành tím băm nhỏ còn lại cho thơm vàng, cho gạch cua vào xào chín cùng 1 muỗnguỗng canh nước mắm, 1 muỗnguỗng canh đường rồi trút ra chén. Tiếp tục cho cà chua cắt múi cau vào xào chín tới, không nên xào chín và nát quá., Cách làm lẩu riêu cua bắp bò sườn sụn: Chế nước dùng cua và nước ninh sườn sụn vào nồi lẩu, vớt sườn sụn thả vào cùng với cà chua đã xào chín. Cho cơm mẻ vào, nêm thêm một chút giấm bỗng rồi đun sôi, nêm lại gia vị cho vừa ăn, tiếp tục thả riêu cua vào, rưới gạch cua lên riêu cua cho dậy màu., Lẩu riêu cua bắp bò sườn sụn vậy là đã hoàn thành rồi đó. Ngon nhất là ăn kèm với bún sợi nhỏ, uống pepsi nè. Lưu cách làm lẩu riêu cua bắp bò sườn sụn này lại để dành cuối tuần đãi gia đình nha.",lẩu riêu cua bắp bò sườn sụn,300,22,8,13,18,https://image.cooky.vn/recipe/g1/6573/s640/recipe6573-635984755361252313.jpg,"300, 22, 8, 13, 18"
3047,Tắc Chưng Mật Ong,"Tắc chưng mật ong là món ăn ngon ngọt, không chỉ hấp dẫn mà có nhiều công dụng rất tốt cho sức khỏe. Đối với trẻ nhỏ hay phụ nữ có thai, những món ăn chữa bệnh dân gian như món quất tắc chưng mật ong này sẽ rất hữu hiệu mỗi khi cảm cúm hay ho khan Tham khảo cách làm tắc chưng mật ong đơn giản này nhé.",Món mặn,5 người,45,"Trái tắc 500 Gr, Đường phèn 150 Gr, Gừng 7 Lát, Mật ong 80 muỗngl","Tắc ngâm nước muối loãng khoảng 45 phút., Đem tắc rửa sạch, cắt đôi, bỏ hạt rồi cho vào tô cùng với 80 muỗngl mật ong, 150g đường phèn và gừng lát. Tắc chưng mật ong cũng có thể xài đường thốt nốt cho ngọt thanh nè nhưng mà màu không được đẹp lắm., Cho tô tắc vào nồi chưng cách thủy khoảng 60 phút là được., Bày trí đẹp mắt rồi thưởng thức tắc chưng mật ong khi còn nóng nhé. Giảm ho, tiêu đàm rất là hiệu quả luôn, các bạn làm công việc phải nói nhiều nên lưu cách làm tắc chưng mật ong này lại để dành nhé",tắc chưng mật ong,284,29,5,11,33,https://image.cooky.vn/recipe/g2/15578/s640/recipe15578-635762921449440169.jpg,"284, 29, 5, 11, 33"
3048,Bánh Đa Trộn,"Bánh Đa Trộn gỏi trộn - món ngon dễ làm tại nhà. Cách làm bánh đa trộn đơn giản, được biến tấu mới từ bánh tráng trộn, bánh đa nướng giòn dai, sốt me chua ngọt, topping chả, khô gà, trứng cút, rau răm... ăn ngon đáo để. Nếu cảm thấy nhạt miệng và biếng ăn thì hãy làm thử món bánh đa trộn siêu ngon chua cay, mặn ngọt để kích thích vị giác ngay nhé.",Món mặn,4 người,45,"Bánh đa 100 Gr, Trứng cút 10 Quả, Xoài xanh 1 Trái, Chả quế 100 Gr, Khô gà 50 Gr, Tép khô 50 Gr, Rau răm 30 Gr, Ớt sa tế 30 Gr, Nước cốt me 200 muỗngl, Đường trắng 200 Gr, Nước mắm 2 muỗnguỗng canh, Tương ớt 2 muỗnguỗng canh, Ớt băm 1 muỗnguỗng canh, Đậu phộng 30 Gr, Hành phi 30 Gr, Ớt khô 10 Gr","Trước khi làm làm bánh đa trộn: Cho vào tô 200gr me chín, sau đó đổ vào 400 muỗngl nước ấm, để khoảng 10 phút cho me nở trong tô dần rồi dùng muỗng dằm me, sau đó lọc qua rây để lấy phần nước cốt me., Bắc chảo lên bếp, cho vào chảo phần nước me đã lọc, thêm vào 200gr đường, 2 muỗnguỗng canh tương ớt, 2 muỗnguỗng canh nước mắm và 1 muỗnguỗng canh ớt băm, dùng đũa đảo đều đến khi sốt sôi thì tắt bếp, để nguội., Chuẩn bị các nguyên liệu là bánh đa trộn: Luộc chín trứng cút, sau đó bóc vỏ, có thể để nguyên trứng hay bổ đôi tuỳ thích. Bào xoài thành sợi mỏng. Cắt chả quế chiên thành miếng vừa ăn. Rau răm rửa sạch, nhặt bỏ lá hư. Đậu phộng rang chín., Cách làm bánh da trộn ngon chuẩn: Bẻ nhỏ miếng bánh đa nướng cho vào tô lớn. Cho tất cả phần topping đã chuẩn bị ở bước trên vào tô trộn. Đổ nước sốt me vào, trộn đều lên. Như thế là món bánh đa trộn ngon lành đã sẵn sàng phục vụ rồi đấy., Món bánh đa trộn sau khi hoàn thành trông thật hấp dẫn phải không nào Với cái giòn giòn của bánh đa nướng cùng với vị cay của ớt, chua chua của xoài cùng với topping ngập tràn chả, trứng cút, khô gà, rau răm... kích thích thêm vị giác khiến cho món ăn vô cùng ngon miệng. Một món ăn vặt siêu ngon như vậy thì khó có thể bỏ qua, từ hôm nay không cần đi ra quán nữa mà tự tay bạn cũng có thể làm món bánh đa trộn rồi đấy",bánh đa trộn,345,30,4,27,37,https://image.cooky.vn/recipe/g5/47087/s640/cooky-recipe-cover-r47087.JPG,"345, 30, 4, 27, 37"
