food_id,dish_name,description,dish_type,serving_size,cooking_time,ingredients,cooking_method,dish_tags,calories,fat,fiber,sugar,protein,image_link,nutrient_content
1889,Nấm Đùi Gà Xiên Nướng,Nấm đùi gà xiên nướng với cách làm đơn giản dưới đây hy vọng mọi người sẽ có thêm 1 muỗngón chay ngon để thay đổi thực đơn ăn chay cho cả nhà. Nấm nướng cuốn rau sống hay bánh tráng hoặc ăn với cơm đều rất ngon .,Món mặn,2 người,50,"Nấm đùi gà 200 Gr, Nước tương 1 muỗnguỗng canh, Hạt nêm chay Knorr Nấm hương 2 muỗnguỗng cà phê, Đường trắng 3 muỗnguỗng cà phê, Bơ đậu phộng 1 muỗnguỗng canh, Sa tế 2 muỗnguỗng cà phê, Bột tỏi 1/4 muỗnguỗng cà phê, Xà lách 1 Cây, Rau thơm 1 Nhánh, Mè rang 10 Gr, Dầu ăn 2 muỗnguỗng canh, Hành tím 1 Củ","Nấm đùi gà rửa nước pha muối rồi rửa sạch. Cắt lát mỏng theo chiều dọc cây nấm. Pha sốt ướp gồm 1 muỗnguỗng canh nước tương, 1 muỗnguỗng cà phê hạt nêm knorr nấm hương, 2 muỗnguỗng cà phê sa tế cay, 1/4 muỗnguỗng cà phê bột tỏi, 1 muỗnguỗng cà phê đường, 2 muỗnguỗng cà phê dầu ăn. Tất cả trộn đều cho tan rồi ướp vào nấm., Trộn đều nấm và để 5 phút cho thấm gia vị rồi xiên nấm vào que tre, cho vô nồi chiên không dầu nướng 5 phút 200 là nấm chín., Làm sốt chấm: Dùng nước ướp nấm cho thêm 1 muỗnguỗng canh bơ đậu phộng, 2 muỗnguỗng cà phê đường, 1/2 muỗnguỗng cà phê hạt nêm knorr nấm hương tất cả khuấy tan. Bắc chảo với 1 muỗnguỗng canh dầu ăn phi thơm củ hành tím rồi cho nước sốt bơ đậu phộng vô nấu sôi, nêm nếm cho vừa ăn. Cho nước chấm ra chén thêm mè rang., Xà lách rau thơm rửa sạch bày các thứ ra mâm, trải lá xà lách ra thêm ít rau thơm, nấm nướng rồi cuộn lại chấm với sốt bơ đậu phộng.",nấm đùi gà xiên nướng,458,10,4,22,6,https://image.cooky.vn/recipe/g6/51554/s640/cooky-recipe-637128693162195260.jpg,"458, 10, 4, 22, 6"
1890,Bánh Chưng Cho Ngày Tết,"Bánh Chưng Cho Ngày Tết - món cúng Tết không thể thiếu ở miền Bắc. Cách làm gói bánh chưng xanh đơn giản. Từ chọn nguyên liệu ngon, đến ngâm nếp, sơ chế nhân bánh chưng, lau sạch lá dong... tất cả đều phải có kinh nghiệm truyền từ nhiều thế hệ. Nếu bạn muốn học cách làm bánh chưng xanh truyền thống ngon chuẩn thì hãy lưu lại công thức gói bánh chưng ngay sau đây nhé.",Món mặn,10 người,15,"Gạo nếp 4.50 Kg, Đậu xanh không vỏ 2 Kg, Thịt heo 2 Kg, Muối 7 muỗnguỗng canh, Bột ngọt 3 muỗnguỗng canh, Tiêu 1/2 muỗnguỗng canh, Lá dong 40 Lá","Cách làm gói bánh chưng xanh: Vo sạch gạo nếp ngon, đậu xanh không vỏ loại 1, cho vào thau đổ ngập nước, ngâm khoảng 6 giờ hoặc qua đêm. Sau đó, vớt gạo nếp, đậu xanh không vỏ ra rổ, để riêng. Thêm 4.5 muỗnguỗng canh muối, 1.5 muỗnguỗng canh bột ngọt trộn đều với gạo nếp. Tương tự trộn đều 1.5 muỗnguỗng canh muối, 1 muỗnguỗng canh bột ngọt với đậu xanh không vỏ., Dùng lá dong xanh sậm gói bánh chưng xanh là chuẩn nhất. Rửa sạch lá dong, dùng khăn lau sạch nước và bụi bám trên lá. Ngâm dây lạt dùng buộc bánh chưng vào nước cho mềm, dẻo. Dùng dao cắt bỏ sơ phần xương lá dong, để riêng., Nhân thịt heo gói bánh chưng chọn loại thịt ba chỉ. Đem rửa sạch thịt heo, cắt thịt thành những miếng to vừa ăn, ướp thịt ba chỉ với 1 muỗnguỗng canh muối, 0.5 muỗnguỗng canh bột ngọt, 1/2 muỗnguỗng canh tiêu cho ngấm, để khoảng 30 phút., Cách xếp lá dong gói bánh chưng xanh: Gấp lá dong làm đôi, cắt bỏ 2 đầu lá sao cho phần lá gói dài 16.5cm. Chia lá thành 2 loại, phần lá to để gói bên ngoài, lá nhỏ hơn để lót bên trong., Gắp đôi lá lại, mặt có viền nhỏ sẽ nằm trên. Gấp miếng lá vào trong thành hình tam giác, dùng tay vuốt tạo viền. Sau đó, mở lá rộng ra, tay trái cố định đầu lá bên trái, bàn tay phải đặt lên miếng lá giữ cố định lên mặt phẳng. Dùng ngón tay cái của tay phải ấn ngược lại đường gấp tam giác vào trong, đồng thời di chuyển tay trái là cho lá đứng dậy thành 2 muỗngặt phẳng vuông góc., Xếp lá đã gấp vào khuôn làm bánh chưng cho vuông vức. Đặt 2 lá ngoài đã gấp vào 2 góc đối diện của khuôn bánh. Hạ miếng lá đã gấp vào trong xuống để chúng có thể cố định vào nhau. Sau đó đặt tiếp 2 muỗngiếng lá trong vào 2 góc đối diện khác của khuôn. Ở phần tiếp giáp của 2 lá ngoài còn hở, bạn nên đặt vào 1 muỗngiếng lá theo hình chữ V để làm kín lại., Cách gói bánh chưng chi tiết, đẹp mắt: Trước khi gói bánh chưng xanh, đặt cọng dây lạt dưới khuôn sao cho vuông góc với người ngồi gói. Cho 200gr gạo nếp vào khuôn gói bánh chưng, dàn đều. Tiếp theo, cho 100gr đậu xanh. Xếp thịt heo lên trên phần mỡ ở giữa, thịt đùi ở 2 bên. Làm lặp lại thêm 1 lần nữa, cho 100gr đậu xanh vào không để đậu xanh dàn ra hai bên. Cuối cùng, cho 250 gạo nếp còn lại vào., Lót 1 muỗngiếng lá dong lên bề mặt nếp. Nhẹ nhàng dùng tay gấp 2 bên lá dong lại như hình. Dùng dây lạt gói bánh chưng xanh lại cho cố định., Cách nấu bánh chưng xanh đúng cách: Xếp phần cuống, lá dong còn dư vào đáy nồi. Cho bánh vào, đổ ngập nước, đậy kín nắp, nấu bánh khoảng 10 giờ là bánh chín., Bánh chưng nấu chín, vớt ra khỏi nồi, rửa sạch bánh chưng với nước lạnh. Đặt 2 cái bánh chưng lên nhau, sử dụng miếng ván gỗ nặng đặt lên bánh. Với cách làm này, phần nếp của bánh chưng xanh sẽ được săn chắc, không bị nhão., Những chiếc bánh chưng xanh đẹp mắt trên mâm cổ cúng tết, là thành quả của biết bao khó nhọc trong quá trình làm bánh chưng. Nhưng tất cả đều rất đáng giá cả đấy. Bánh chưng ăn kèm dưa muối, kiệu để chống ngấy sẽ rất tuyệt vời.",bánh chưng cho ngài tết,369,10,5,21,33,https://image.cooky.vn/recipe/g1/4721/s640/recipe4721-635894300211985155.jpg,"369, 10, 5, 21, 33"
1891,Hủ Tiếu Phá Lấu Khìa,"Đối với nhiều người, cái tên hủ tiếu khô phá lấu khìa sẽ khá xa lạ và đặc biệt trông thật bắt mắt. Mặc dù lạ nhưng món hủ tíếu khô này đủ sức hấp dẫn người ta từ cái nhìn đầu tiên. Nguyên liệu chính trong món này là phá lấu khìa cùng nước dừa thơm ngon đậm đà, sẽ là món ăn lý tưởng để chiêu đãi cả gia đình.",Món mặn,4 người,20,"Tai heo 1 Cái, Bao tử heo 1 Cái, Nước dừa 50 muỗngl, Gừng 10 Gr, Rượu trắng 150 muỗngl, Dầu hào 1 muỗnguỗng canh, Tỏi băm 15 Gr, Hành tím băm 15 Gr, Đường thốt nốt 2 muỗnguỗng canh, Dầu hào 1 muỗnguỗng canh, Nước tương 1 muỗnguỗng canh, Nước mắm 2 muỗnguỗng canh, Dầu điều 1 muỗnguỗng canh, Bột nghệ 1 muỗnguỗng cà phê, Tiêu xay 1 muỗnguỗng cà phê, Muối 1.50 muỗnguỗng canh, Hủ tiếu 700 Gr","Tai heo và bao tử sơ chế qua 100 muỗngl rượu trắng và 1 muỗnguỗng canh muối, bóp đều cho đến khi sạch rồi đem rửa lại., Nấu sôi nước cho tai heo và bao tử đã sơ chế vào cùng 50 muỗngl rượu trắng, 10gr gừng cắt lát, 1 muỗnguỗng cà phê muối. Luộc trong 20 phút rồi vớt ra để tô riêng., Trong tô tai heo và bao tử đã luộc, ướp cùng 5gr tỏi băm, 5gr hành tím băm, 2 muỗnguỗng canh đường thốt nốt, 1 muỗnguỗng canh dầu hào, 1 muỗnguỗng canh nước tương, 2 muỗnguỗng canh nước mắm, 1 muỗnguỗng canh dầu màu điều, 1 muỗnguỗng cà phê bột nghệ và 1 muỗnguỗng cà phê tiêu xay. Ướp trong 30 phút., Sau khi ướp, bắc chảo nóng cho dầu ăn vào rồi phi thơm 10gr tỏi băm, 10gr hành tím băm và cho phá lấu vào khìa ở lửa nhỏ 10 phút, cho tiếp 50 muỗngl nước dừa vào. Khìa thêm 20 phút cho đến khi có màu đẹp mắt, đợi nguội bạn cắt thành miếng dài nhỏ., Hủ tiếu đem trụng mềm rồi trộn đều cùng 1 muỗnguỗng canh nước khìa phá lấu, cho thêm thịt băm xào, trứng cút, tôm luộc, hẹ và cần tàu cắt nhỏ., Ăn kèm theo tô hủ tíu phá lấu khìa nước dừa này là một chén nước lèo ngọt thanh, nóng hổi và các loại rau ăn kèm. Tùy theo khẩu vị mỗi người mà có thể thêm chút ớt, chút tương hay tí tỏi ngâm để có thể thưởng thức món ăn một cách hài hòa hơn. Hãy cùng Cooky nấu món ngon này chiêu đãi cả nhà nào",hủ tiếu phá lấu khìa,252,19,5,22,34,https://image.cooky.vn/recipe/g6/50100/s640/cooky-recipe-cover-r50100.jpg,"252, 19, 5, 22, 34"
1892,Mứt Cà Rốt Ngày Tết,"Mứt Cà Rốt - món mứt tết hấp dẫn, phổ biến trong những ngày đầu năm mới. Cách làm mứt cà rốt đơn giản, miếng mứt giòn, vị ngọt lịm, thơm thoảng hương cà rốt rất đặc trưng. Bên cạnh có món ngon ngày Tết thì mứt là không thể thiếu rồi nhé. Nếu như mọi năm thường đi mua sắm mứt Tết thì năm nay, bạn thử đổi mới bằng cách vào bếp và làm mứt tết ngon lành, tiết kiệm này nhé.",Món mặn,3 người,20,"Vôi bột 1 muỗnguỗng canh, Cà rốt 1 Kg, Đường trắng 400 Gr","Cách lấy nước vôi trong: Hòa tan 1 muỗnguỗng canh vôi bột với 2 lít nước lạnh. Khuấy đều rồi để yên. Khi vôi lắng hết xuống đáy thì chắc lấy phần nước vôi trong nhé., Rửa sạch cà rốt, bào vỏ, tỉa hoa tuỳ thích, cắt cà rốt có độ dày khoảng 0.5cm., Cách làm mứt cà rốt giòn, không bị ỉu: Ngâm các lát cà rốt vào nước vôi trong khoảng 2 - 3 tiếng đồng hồ giúp mứt cà rốt được giòn. Vớt cà rốt ra, rửa sạch với nước nhiều lần cho bớt mùi nước vôi trong., Đun sôi 1 nồi nước, cho cà rốt vào, luộc sơ cà rốt khoảng 5 - 7 phút cho cà rốt mềm rồi vớt ra. Cho cà rốt vào tô nước lạnh, xả thêm 2 - 3 lần nữa, để ráo nước., Đổ 400g đường trắng vào thau cà rốt, trộn đều lên, đặt thau cà rốt vào ngăn mát tủ lạnh, để qua đêm cho đường tan, ngấm đều vào cà rốt., Cách làm mứt cà rốt: Đun nóng chảo to, cho cà rốt ướp đường vào sên với lửa lớn nhớ là cho cả phần nước đường. Khi thấy đường bắt đầu sệt lại, hạ nhỏ lửa. Đun đến khi đường khô ráo và áo một lớp trắng đều quanh các miếng mứt cà rốt là được., Nếu muốn mứt cà rốt để được lâu thì sấy mứt trong lò thuỷ tinh khoảng 30 phút ở nhiệt độ 100 độ C, mứt sẽ thơm hơn. Nếu không có lò nướng để sấy, bạn có thể để nơi thoáng mát cho khô hoặc phơi nắng tầm 4-5 giờ. Nếu thích ăn dẻo thì bạn sên vừa phải, để mứt dẻo và không cần phơi nắng cũng như sấy mứt., Món mứt cà rốt giòn ngon, ngọt lịm đã hoàn tất rồi đấy. Đợi mứt cà rốt nguội hoàn toàn thì có thể bảo quản mứt trong hộp kín, để nơi thoáng mát và dùng dần nhé. Nhanh tay mời cả nhà thưởng thức trong dịp Tết này đi nào.",mứt cà rốt ngài tết,294,27,5,26,5,https://image.cooky.vn/recipe/g2/18818/s640/cooky-recipe-cover-r18818.jpg,"294, 27, 5, 26, 5"
1893,Mì Bay,"Mì bay là món ăn ngon bắt nguồn từ Singapore với những sợi mì được làm từ máy làm mì tươi treo lơ lửng trên đôi đũa như đang bay. Nhiều bạn trẻ cảm thấy thích thú với món ăn ngon này và truy lùng các địa chỉ bán nhưng khi ăn mì bay ngoài hàng, chi phí vô cùng đắt đỏ. Sau đây là cách làm mì bay tiết kiệm tại nhà nhưng vẫn giữ được hương vị hấp dẫn đặc trưng của món ăn đúng chuẩn Singapore.",Món mặn,1 người,50,"Mì tôm 1 Gói, Khoai tây 1 Củ, Hành lá 10 Gr, Trứng gà 1 Quả, Xúc xích 1 Cây","Nấu nồi nước sôi và cho mì vào luộc chín, khi mì chín thì vớt ra ray để ráo, sau cho mì vào tô và cho các gói gia vị đi kèm vào trộn đều., Cắt đôi khoai tây, lấy 1 nửa củ đặt úp trên mặt thớt, tiếp đó cắm 2 đầu đôi đũa vào khoai tây. Lưu ý: Để tạo dáng mì bay, chọn đầu bằng của đôi đũa mà cắm xuống, KHÔNG phải đầu nhọn thường dùng để gắp thức ăn., Luồn nhanh đầu nhọn của đôi đũa vào các khe của chiếc nĩa. Luồn sâu vào để nĩa được giữ chắc với đũa, không bị rơi khi làm mì bay., Cho khoai tây, đũa cùng nĩa đặt lên đĩa sạch với phần đặt nằm trên đĩa là khoai tây. Cho mì lên đĩa và từ từ quấn mì quanh nĩa và phủ kín đôi đũa để ra dáng mì bay., Sau đó đặt lần lượt lên đĩa các món ăn kèm như nấm kim châm luộc, trứng luộc, xúc xích, hành lá...vừa giúp trang trí cho đẹp đĩa mì bay vừa làm tăng thêm hương vị cho món ăn ngon độc đáo này. Cuối cùng bạn đã có đĩa mì bay tự làm ấn tượng, hương vị hấp dẫn, khoe với bạn bè ngay.",mì bay,270,20,3,16,7,https://image.cooky.vn/recipe/g2/18445/s640/recipe18445-636136942092681215.jpg,"270, 20, 3, 16, 7"
1894,Tự Làm Sợi Mì Trứng,"Mì trứng là món ăn khá dễ làm với máy làm mì sợi những nguyên liệu quen thuộc như bột mì, trứng gà, muối... Sợi mì vàng tươi, mềm, thơm ngon, dùng để chế biến rất nhiều món ăn hấp dẫn cho cả nhà",Món mặn,2 người,20,"Bột mì 250 Gr, Trứng gà 2 Quả, Muối 1/2 muỗnguỗng cà phê, Bột bắp 30 Gr","Trộn đều 250gr bột mì, 1/2 muỗnguỗng cà phê muối trong 1 cái tô., Trứng gà đánh tan trong chén, khuấy đều, cho vào hỗn hợp bột mì., Đổ 60 muỗngl nước vào, trộn đều, nhào bột thành một hỗn hợp mềm, mịn., Bọc bột lại bằng một lớp màng bọc thực phẩm, cho vào ngăn mát tủ lạnh, để khoảng 30 phút., Rải đều bột bắp ra thớt, lấy hỗn hợp bột ra, dùng chày cán mỏng., Sau đó, bọc bột lại bằng màng bọc thực phẩm, ủ thêm 30 phút nữa., Cán mỏng bột, gấp bột lại thành 3 lớp. Dùng dao cắt bột thành từng sợi mỏng, dài., Mì trứng đã hoàn thành, rất đơn giản, dễ làm phải không nào",tự làm sợi mì trứng,326,28,7,16,15,https://image.cooky.vn/recipe/g2/16041/s640/recipe16041-635824303919364530.jpg,"326, 28, 7, 16, 15"
1895,Mứt Gừng Tự Làm Tại Nhà,"Mứt Gừng - món mứt Tết cực phổ biến trong những ngày đầu năm mới. Cách làm mứt gừng đơn giản, vị cay the, mà không hề bị gắt, giúp giải rượu, bia cực hiệu quả. Đặc biệt, thời tiết những ngày đầu năm rất lạnh, ăn mứt gừng sẽ giúp làm ấm người hơn, tránh các bệnh cảm lạnh nhé. Ngày Tết đã cận kề rồi, hãy vào bếp làm mứt gừng để bảo quản dùng dần đi nào",Món mặn,8 người,20,"Gừng 250 Gr, Đường trắng 200 Gr, Muối 1 muỗnguỗng cà phê","Chuẩn bị nguyên liệu làm mứt gừng: Rửa sạch gừng, gọt vỏ, cắt thành từng lát mỏng đều nhau rồi ngâm vào tô nước có pha 1 muỗnguỗng cà phê muối., Cách làm mứt gừng không cay: Cho gừng vào nồi, thêm nước ngập. Đậy vung đun sôi. Đun sôi rồi nhỏ lửa âm ỉ chừng 5-7 phút thì đổ nước đi, xả lại nước lạnh. Rồi lại tiếp tục cho gừng lên bếp luộc với nước, làm 2 lần như vậy cho gừng bớt cay., Cách làm mứt gừng: Trộn các lát gừng với đường khoảng 4 giờ cho ngấm rồi đặt nồi gừng lên bếp đun, để nhỏ lửa, thỉnh thoảng đảo nhẹ, đường sẽ chảy ra, tiếp tục đun đến khi đường sánh đặc bám quanh miếng mứt. Đảo đều thêm 3 phút nữa cho đường khô hơn rồi tắt bếp ., Đợi cho mứt gừng nguội, có thể gắp ra rải lên giá cho nhanh khô, để các miếng mứt đẹp bạn dùng tay gỡ các miếng quăn queo ra. Mứt khô cho vào lọ ăn dần. Cách làm mứt gừng tại nhà này thật là đơn giản phải không, Tết này làm thử cho cả gia đình thưởng thức nha.",mứt gừng tự làm tại nhà,300,18,6,23,26,https://image.cooky.vn/recipe/g1/3467/s640/recipe3467-635817229880064386.jpg,"300, 18, 6, 23, 26"
1896,Mì Cay 7 Cấp Độ Cực Hot,"Mì Cay 7 Cấp Độ là món ngon được biến tấu theo ẩm thực Hàn Quốc. Cách nấu mì cay ngon đơn giản, tạo nên vị thơm ngon, hấp dẫn không thua ngoài hàng. Đặc biệt, với cách nấu mì cay 7 cấp độ này, sợi mì đặc biệt dai mềm được làm từ máy làm mì cay, chua chua của kim chi, cay của ớt bột, vị ngọt tự nhiên của các nguyên liệu, sẽ chiều lòng tất cả thành viên trong gia đình đấy nhé",Món mặn,1 người,30,"Thịt ba chỉ 200 Gr, Tôm tươi 150 Gr, Mực 100 Gr, Mì tôm 1 Gói, Kim chi cải thảo 200 Gr, Gừng băm 1 muỗnguỗng cà phê, Nấm kim châm 150 Gr, Đậu hũ trắng 1 muỗngiếng, Hành tây 1/2 Củ, Hành boa rô 100 Gr, Ớt bột 90 Gr, Ớt 5 Trái, Dầu ăn 2 muỗnguỗng canh, Tiêu 1/2 muỗnguỗng cà phê, Hạt nêm 2 muỗnguỗng cà phê, Đường trắng 1 muỗnguỗng canh, Muối 1/2 muỗnguỗng cà phê","Sơ chế nguyên liệu nấu mì cay: Cắt bỏ gốc nấm kim châm. Cắt bỏ râu và đuôi tôm, để vỏ. Làm sạch mực tươi, bóc bỏ lớp màu nâu đen ngoài, cắt khoanh tròn khoảng 1.5-2cm. Cắt nhỏ hành boa rô. Cắt lát mỏng hành tây. Rửa sạch đậu hũ trắng, cắt miếng vừa ăn., Cắt miếng mỏng thịt ba chỉ, ướp với 1/2 muỗnguỗng cà phê tiêu, 1 muỗnguỗng cà phê hạt nêm, trộn đều cho ngấm gia vị., Cách nấu mì cay: Làm nóng nồi đất với 2 muỗnguỗng canh dầu ăn. Cho gừng băm vào, đảo đều cho thơm. Cho thịt ba chỉ đã ướp vào, xào đến khi thịt săn lại. Cho kim chi, phần nước kim chi, ớt cắt nhỏ vào cùng. Thêm 1 tô nước vào, nấu sôi. Nêm gia vị 1 muỗnguỗng canh đường trắng, 1 muỗnguỗng cà phê hạt nêm, 90gr ớt bột, 1/2 muỗnguỗng cà phê muối cho vừa ăn., Mì tôm trụng sơ qua với nước ấm cho mềm. Chú ý không trụng mì quá chín như vậy khi cho vào nấu mì sẽ nát., Cho lần lượt mì tôm, tôm, mực vào, đậy nắp lại, nấu thêm 30 giây. Cuối cùng cho nấm kim châm, đậu hũ trắng, hành tây vào, đậy nắp 1 phút là cách nấu mì cay ngoan lành đã hoàn tất rồi đấy., Trang trí hành boa rô lên trên tô mì cay 7 cấp độ để màu sắc món ăn thêm hấp dẫn. Cách nấu mì cay 7 cấp độ với hương thơm nồng nàn, khói nghi ngút, vị cay siêu ngon, ngọt từ hải sản, món mì cay theo từng cấp độ chắc chắn sẽ làm ấm bụng cả nhà trong những ngày trở lạnh.",mì cay 7 cấp độ cực hot,502,24,6,25,13,https://image.cooky.vn/recipe/g2/17318/s640/recipe17318-636017771057895566.jpg,"502, 24, 6, 25, 13"
1897,Tự Làm Mứt Hạt Sen,"Mứt Hạt Sen - món mứt tết sang chảnh, với vị ngọt và thơm bùi, cực hấp dẫn. Cách làm mứt hạt sen đơn giản tại nhà, không lo ngại phẩm màu, chất bảo quản, đồng thời phù hợp với khẩu vị của cả nhà hơn nhé. Tết năm nay, thử trổ tài làm mứt hạt sen ngon lành để đãi cả nhà nào",Món mặn,2 người,15,"Hạt sen khô 500 Gr, Đường trắng 250 Gr, Vani 2 muỗnguỗng cà phê, Muối 1/2 muỗnguỗng cà phê","Hạt sen khô rửa sạch, ngâm với nước có pha 1/2 muỗnguỗng cà phê muối khoảng 30 phút. Cách làm mứt hạt sen ngon lành nhất là mua từng bông ra tách hạt, tách tim. Mua ngoài dễ bị gió, ngâm hóa chất nữa., Sau khi ngâm với nước muối loãng, cho hạt sen vào nồi có nước để luộc. Làm mứt hạt sen chỉ cần luộc hạt sen đến khi hạt sen chín tới, có độ hơi mềm không luộc hạt sen kỹ vì hạt sen sẽ nở và tách đôi hạt làm mứt không được ngon., Hạt sen sau khi luộc chín, vớt ra để cho ráo nước, ướp đường trắng và vani trong thời gian ít nhất là 5 giờ., Cách làm mứt hạt sen: Cho hạt sen cùng nước đường tự chảy ra trong thời gian ướp vào chảo và sên mứt. Đảo liên tục và đều tay đảo nhiều đường kết bột trắng đẹp mắt đến khi đường bắt đầu cạn. Cho lửa nhỏ nhất, càng đảo nhanh tay hơn vì lúc này rất quan trọng để đường kết tinh., Cho mứt hạt sen ra đĩa, để nguội và thưởng thức. Bạn có thể bảo quản mứt hạt sen trong túi nilon dùng dần. Cách làm mứt sen này dễ ẹc hà, Tết làm cho gia đình, ăn mạnh miệng mà không sợ mang hóa chất vào người.",tự làm mứt hạt sen,434,18,7,29,12,https://image.cooky.vn/recipe/g2/16684/s640/recipe16684-635935441200674010.jpg,"434, 18, 7, 29, 12"
1898,Mứt Dừa Sợi,"Mứt Dừa Sợi - món mứt tết nhâm nhi, cực hấp dẫn trong những ngày đầu năm mới. Cách làm mứt dừa sợi đơn giản, với những sợi mứt trắng tinh, dẻo ngon. Nguyên liệu làm mứt dừa ngon rất dễ tìm, phần cơm dừa dày, trắng, không quá cứng và cũng không quá mềm. Ngại mua mứt ngoài chợ vì lo sợ hóa chất và phẩm màu thì có thể tự làm mứt dừa tại nhà để đãi khách theo hướng dẫn đơn giản sau đây nhé.",Món mặn,2 người,40,"Cùi dừa 2 Trái, Đường trắng 200 Gr, Vani 1 Ống","Cùi dừa rửa sạch, bào lát mỏng hặc sợi nhỏ và bỏ vào trong thau nước. Sau đó xả dừa thật sạch với nước lạnh đến khi nào thấy nước trong thì thôi., Để dừa ráo trong khoảng 10 phút, sau đó đổ 200gr đường vào, xóc cho đều và để khoảng 15 phút nữa cho thấm. Bỏ dừa vào 1 cái chảo mỏng, bắc lên bếp bật lửa lớn vừa cho nước đường trong dừa sôi lên. Đảo nhẹ tay., Vặn lửa vừa và tiếp tục đảo nhẹ đến khi thấy dừa kẹo lại và đảo thấy nặng tay. Lúc này vặn lửa thật nhỏ và đảo đều, khi thấy có váng đường trắng bắt đầu đóng xung quanh rìa chảo thì liên tục đảo, nhưng nhớ phải luôn nhẹ tay. Bỏ vani vào dừa., Khi thấy dừa đã săn với 1 lớp áo bọc đường khô bên ngoài thì tắt bếp. Trút ra mâm và đãi đều. Mứt dừa đã hoàn tất, có thể dừng ngay ở công đoạn này hoặc đem mâm dừa phơi nắng 1 chút, mứt sẽ ngon hơn.",mứt dừa sợi,357,15,8,29,21,https://image.cooky.vn/recipe/g1/8388/s640/cooky-recipe-cover-r8388.jpg,"357, 15, 8, 29, 21"
1899,Canh Mướp Hương Nấm Mì Căn,"Vị ngọt của mướp hương thì khỏi phải nói, ai cũng biết. Người ta thường dùng nó để nấu nước dùng cho món nước: hủ tíu, phở...Canh mướp thanh mát cùng với vị ngọt của nấm, thêm vị đậm đà ngọt thanh từ hạt nêm nếm hương, cùng với mì căn là lạ. Cho cả nhà món canh ngon và lành",Món mặn,4 người,25,"Mướp hương 500 Gr, Nấm rơm 100 Gr, Mì căn 2 Cây, Hạt nêm chay Knorr Nấm hương 2 muỗnguỗng canh, Đường trắng 1/2 muỗnguỗng cà phê, Tiêu 1/3 muỗnguỗng cà phê","Nấm rơm cắt gốc ngâm với nước muối pha loãng rửa sạch., Mì căn cắt khoanh vừa ăn chiên vàng giòn, mướp bào vỏ rửa sạch cắt miếng vừa ăn., Phi thơm ít đầu hành lá băm nhỏ xào nấm nêm gia vị, cho lượng nước đủ dùng vào nấu. Nước dùng sôi hớt bỏ bọt, nêm lại vừa khẩu vị cho tiếp mướp vào đảo đều khoảng 2 phút mướp rất mau chín, cho mì căn vào tắt bếp hoặc khi nào ăn hãy cho mì căn vào., Cho canh ra tô thêm hành lá cắt khúc, tiêu dùng nóng. Từng miếng mướp thấm mềm ngọt lịm, tê đầu lưỡi... ngon ngất ngây.",canh mướp hương nấm mì căn,424,31,10,30,10,https://image.cooky.vn/recipe/g6/51540/s640/cooky-recipe-637128580091307754.JPG,"424, 31, 10, 30, 10"
1900,Cà Rốt Cháy Tỏi,"Cà rốt là một loại củ rất dinh dưỡng, và có thể nói cà rốt là một nguyên liệu không thể thiếu khi chế biến các món chay. Mình xin giới thiệu món cà rốt cháy tỏi đơn giản mà mình hay làm cho các bữa cơm chay nhé.",Món mặn,2 người,35,"Cà rốt 1 Củ, Hạt nêm chay Knorr Nấm hương 5 Gr, Đường 3 Gr, Tỏi 3 Tép, Dầu ăn 10 muỗngl, Nước mắm chay 5 muỗngl","Cà rốt mua về bào vỏ, rửa sạch rồi cắt thành các lát vừa ăn. Chuẩn bị một cái chảo, phi thơm 3 tép tỏi, Thêm tiếp cà rốt cắt lát, gia vị gồm hạt nêm chay Knorr, đường, nước mắm chay vào xào chung. Bật lớn lửa và xào đến khi cà rốt chín thì tắt bếp., Cho cà rốt cháy tỏi ra dĩa là hoàn tất một món xào đơn giản cho những bữa cơm chay. Cà rốt ngọt ngọt, mằn mặn vị hạt nêm chay Knorr sẽ đảm bảo dinh dưỡng cho bữa cơm chay.",cà rốt chái tỏi,384,30,7,16,36,https://image.cooky.vn/recipe/g6/51534/s640/cooky-recipe-637128258535721085.jpg,"384, 30, 7, 16, 36"
